,Comment
781,oye crandeep face_with_tears_of_joy
387,well gaali is like this generation muhaaware ya but carry gaali hi funny bolta hai . but bhai carry toh sirf gaali deta hai puri video mai triggered insaan sirf meme but aap toh sirf ohhhhhhhhhhhhh karte ho video mai toh aap toh cringe into 1000 ho gaye. ohhhhhhhhhhhhhhhhh. thug life.
1873,Chakka kunal kamrarolling_on_the_floor_laughingrolling_on_the_floor_laughing
319,OK_hand
1425,Roasters are like aunties.nothig can do but the criticize!
134,2.4 M dislikes I mean ye toh badiya hai
1724,FtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdsssFtydddfdsssFtydddfdsssFtydddfdsssFtdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsss
911,Itna he sawal pehle ke sarkaro me pucha hota to desh kaha pahuch jata.Dalla....
90,Full Video is of ooooooohhhhhhhhhhhh Memeface_with_tears_of_joyface_with_tears_of_joy Ye kya bavasir bna diyaface_with_tears_of_joy
65,"Jinnah's Muslim League laid the foundation of lies and uncivilized politics in Pakistan Read old newspapers

https://youtube.com/watch?v=DHYAOsW8vt0"
1560,"After 1 year.... 

Carry :  is  a superstar smiling_face_with_sunglasses. 
Kamra:  public places me pit rha hairolling_on_the_floor_laughing"
1641,We note Vinodh Vinodh Vinodh Vinodh Vinodh Vinodh Vinodh Vinodh Vinodh Vinodh Vinodh Vinodh Vinodh
2114,"Konsa kamra 


Konsa karma 

Ooh samajh gya"
1186,Comedian face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1834,Binod
1955,Great
2098,Abe pehle dislike dekh mc
1405,promoting beef ..nice agenda
375,Gonna make new record of most disliked videoface_with_tears_of_joyface_with_tears_of_joy
27,He got more dislikes then the hair on his head!!
868,"Kamra to his parents - How I born ? 
Parents - Condome fat gaya tha 
Kamra -   ohh bhakton ka itana bada"
843,Tu topic dera h bhai carry ko apna rost krane k face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
243,Bhai pehle to jitna dis likes hai utna tere subscribers karle rolling_on_the_floor_laughing
1720,"Metarolling_on_the_floor_laughingrolling_on_the_floor_laughing...i like the line comedy is not punching down but indian youtube teaches, ass licking is upwardsgrinning_squinting_face...Kamra's roast justifies itself inspite some of it being below the belt because...Kamra is actually punching up.....nobody has the balls to call out carry but Kamra is being Kamra as usual"
2045,Haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
1802,"To sir Apke hisab se like mange wale sare YouTubers chutiya hote he!
To ishiab se Apke videos me to like hi Nahi Hona chahie.......firefirefirefirefirefire
Sahi he 2M+ dislike !  Carry+on manface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
204,Jai bheem Jai BSP elephant
2031,Carry eska baap hai
60,Salute to carry fan....and RIP for this gandu men...rolling_on_the_floor_laughingrolling_on_the_floor_laughingpouting_facepouting_face
376,8:10 lol
1159,To be honest iss vdo se Pehele me Kunal Kamra ko janti v nhi thiface_with_tears_of_joyface_with_tears_of_joy Bhai attention k liye kuch v mat karo
577,Kunal your Roasting skills are equal to hairs on your head ! OOHHHHHHHHHHH victory_hand_light_skin_tone
921,"iska subscribers hain 1.67 jo ki isne 3 years me kamaye, aur is video ko kuch hi dino mein 2M dislikes mil gaye xD"
1461,"2M dislikes... 
Kamra sudhar ja...."
962,"6:39 ... ""Chudai"" bolne me itni feeling... 
Only Carry can do this face_with_tears_of_joyface_with_tears_of_joy"
861,Kesa laga dislike dekh kr itne sare. Bhaiya kbhi sochenge b nhi rosting krne ka face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1452,"i dont know why he is still not deleting this rubbish content on youtube?
i mean this guy kunal."
1442,Kunal joker restoring to politics coz he can't make audience laugh
717,red_heartred_heartred_heart
1678,"Likes, dislikes ratiorolling_on_the_floor_laughingrolling_on_the_floor_laughing"
446,"منور بھائی انسان اقتدار کو چھوڑ دیتا ہے مگر اقتدار انسان کو نہیں چھوڑتا۔
یہ جو بھی نا انصافیاں آپکے ساتھ کر لیں مگر آپ حق پر ہیں اللہ آپکو ہی جیت عطا فرمائے گا۔
یہ لوگ آپ سے معافیاں مانگیں گے۔
کوٹ لکھپت لاہور سے اس ناچیز کی دعائیں آپکے ساتھ ہیں۔
جزاک اللہ"
66,#soudaquamar
385,You took 10min to roast carry and carry roast you in 30 sec and better then you
646,2.4 Million dislike mil gaya tujhe beta kya ye kam hain
1412,Kuch bhiface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy apni he LOL karwa li rolling_on_the_floor_laughingrolling_on_the_floor_laughinggrinning_squinting_face
591,"Even I m Kamra's Fan 
But bht tatti roasting ki hai bhai bura na maniyo face_with_tears_of_joyface_with_tears_of_joy"
923,"Dear lord Linus is the sort of classist that I find truly repulsive. How dare the RCMP not march into the gates of hell for your $90k but when some working poor person gets robbed (for an amount that is the same equivalent of income as the $90 is to Linus) it’s just too expensive for the police to do anything about it even so much as a report is too much. LOL you realize the poor person pays taxes therefore has every right to the same public services as any other tax payer. Obviously the reason to report a stolen stereo is possibly because you have video evidence and if that thief ever gets printed/booked they’ll see all that and he can be charged for it as well. Because thieves deserve to go to prison especially repeat ones. But you heard it here having you home burglarized is “petty crime” and Linus says you should just shut your serf mouth and move on. Right there is your ticked to a LOW TRUST society, only difference is Linus can afford the best home security you can’t which was the entire idea of police on the first place."
1991,Son is trying to roast father lol
1285,24 lakh dislike rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
2091,My pet dog name is carry minatiface_with_tears_of_joy
809,The way you correlated the IT industry with terrorism outsourcing is mind-boggling.
662,oye crandeep face_with_tears_of_joy
1584,Police walo ne bajaya tha iske kaan ke niche Gujrati music face_with_tears_of_joyface_with_tears_of_joy
1492,puncture gang  bang bang jhaath ka baal
507,Itni views aur comments toh isne puri jindegi m nhi dekhi hogiface_with_tears_of_joyface_with_tears_of_joy
1950,"Kunal kamra content is 
Ohhhhhhhh
Dislike :  2.4 m"
74,"इसलिए लात खाता है भाषा की कैसी मजाक भाई
इतना ही देश बदलना है तो राजनीति और राजनेताओं का मजाक उडा कोई बोलेगा तो बोलना
तु तो धर्म, देश, भाषा, संस्कृति का मजाक उडा रहा है
अपनीं भाषा का मजा ही कुछ और है"
13,carry is best
1501,Fun fact: He is using carry's video clips to make people laugh face_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing.
272,Maulana aur Kothe ke karamchari me jyada antar nahi hotarolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingface_with_tears_of_joyface_with_tears_of_joy
1246,bil kul bhai abba qadar sahi bol rha tha madarse mai ghapa ghap chal rha tha...................sahi samje na faruq bhai
1913,"Both are comedians and put up content for fun, why are people fighting in the comments face_with_tears_of_joy"
64,"Where are bhakts in the comment section?
How about current status of Bagga's aamran ansann?
Seriously only advantage of Modi's 4 years- huge no of trolling ideas and really some political cartoons."
428,"DTYDHB
this video is literally ""don't teach your daddy how to bang"""
1475,Jab koe suwar tati khata hai tu Wo sweet potato karaha hai tati khane wala Kia samjega face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
690,Y would u do that? WHY!?
2064,Itna bekar roast face_with_tears_of_joy Isliye 2M dislikes hain ... Abey tum Carry se better nhi ho payogevictory_hand
1171,This is roast rolling_on_the_floor_laughing
1081,wtfrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1619,Binod
2002,"Actually seeing the comments made me laugh , not this video even oncegrinning_face_with_sweat"
2121,Best roast on internet face_with_tears_of_joythumbs_up . KUNAL KAMRA IS A GENIUS
584,Carry is king of youtube
932,Publicity stunts face_with_tears_of_joy
1995,"Long time ago,Kamra lost his half brain along with half of his hair after that mindboggling sex with ""half male half female"" tiktoker."
106,Kunal ki career ki machud gayi.....àe Rupali pakad meri Dali.....face_with_tears_of_joyface_with_tears_of_joy
398,Hadd chamche h iss media or political parties me
129,What non sense is this ? Couldn't even watch it complete
713,Ravish kumar fans hit like  here
668,I miss that I can't see the num of Dislike unamused_face
771,"Comedy = failure
Politics = failure
Roasting = failure
Chalo ab reaction videos daalte hai, do vaqt ki roti mil jayegi."
1743,firefire
1274,View paane ke chakr me itne dislike le liye jitne video pr is zindagi me view nhi aayege rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1578,"Kamra: aja beta carry teko roast sikhaye 
Carry: chl chl apne baap ko mt sikha 
Audience: hhhooohhhhoo"
288,"bruh carry's audience is like , if carry ' roasts ' you , its okay ,  but YOU CANNOT ROAST CARRY"
1328,Mai bohut khush hai re baba India ko naya talent mila jo dislike ke list me top me jane ke haqdaar hai relieved_facerelieved_face
275,This is what happens to stand up comedians when they're unemployed
750,"Tatti things "" *No way* """
1668,If you are watching this video in july 2020 you are true ‘Tiktok Hatters’ thumbs_up_light_skin_tonewinking_face_with_tonguewinking_face_with_tongue
1747,Beta tumse na ho paaye ga vo baap h tune bola km h or meme jyaada h face_with_tears_of_joyface_with_tears_of_joy
1988,binod
1990,Tiktok the worst app
1812,Chakka kunal kamrarolling_on_the_floor_laughingrolling_on_the_floor_laughing
1546,"kam se kam Carry se to darta, kya pta uske YALGAAR m tu hi feature n ho jayeface_with_tears_of_joyface_with_tears_of_joy. Phir lagana Cyber Bullying k aarop face_with_tears_of_joyface_with_tears_of_joy"
133,Best one is ambani bolega idhar a lodu rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1413,Udta le liya phr se isneface_with_tears_of_joy
2073,water_wavewater_wavewater_wavebsdk
362,Was this a roast or just a OHHOHOHOHOHOHHHOH
380,This is the first video I ever saw with more dislikes than likes
1193,It's so funny that he has to give sound effects for us to realise it's a roast lmao
1957,"You should stick with interviews cause this video only suggest you did it for traffic. Not to mention how bad it was. 

And also what Carry does imo are rants more than roast, hence the aggressive element.
But yea, consider sticking to your niche."
1105,Es video me unta humour hai jitna Kunal k sir pe baal face_with_tears_of_joy ab kar Oooooh!!!
490,Ye Anchor cum reporter single handedly PM ki kurshi pr baitha kisi v Party ke ka log ko gira skta h.... Manmohan ka v liya aur Modi ka to le hi rha h.
1022,"2.4 million dislikes
kiu roast kar raha khudko?"
1488,Tumse na ho payega face_with_tears_of_joyface_with_tears_of_joy
323,2 million vala 31 million vale ko roast karega face_with_tears_of_joyrolling_on_the_floor_laughing
1847,That guy whole career is about Modi loudly_crying_faceface_with_tears_of_joyloudly_crying_faceface_with_tears_of_joy
1756,Kamra After seeing Saiman's video — *Now I will sound smart*
865,Dislike shouts more “ohhhh” than in ur videogrinning_face_with_big_eyes
192,dekho mei video mei aayaa toh late hun but sahi kiya late aakai 2.4M logo kaa humor toh dekhne ko milla...lol.....bhai m ded mei thak gaya hun yalgaar*hagaar dekhkar
769,I think you should learn rosting from carry face_with_tears_of_joyface_with_tears_of_joy
2049,Saala ! apne hi jokes par ohoho kar raha h smirking_face
301,"Chaar chavanni Ghode pe, Kuna Kamra mere Loude Pesmiling_face_with_open_handssmiling_face_with_open_hands"
804,Ravish 2.0
1104,"The analogy between IT job and Terrorist work, damn man, sent chills down my spine. flushed_face
In simple words, America earned money by giving India tech support jobs and funded that money to support terrorism in Pakistan!!
But the harsh fact is irrespective of the country politician is politician, in India also being in power is more important than national security. One small example is Bangladeshi illegal immigrants numbers in India. Sure it's happening with help of top level ""indirect support"" from our side."
1206,Come'on kunal tujh mn tou itnh gutts b nai thy k khud aa k roast kardy apna cartoon character la k rakh dia...face_with_tears_of_joyBTW ye cartoon tujh sy zada acha lg ra h....ohhhhhhhhhhrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1851,"The title is not correct, it should be ""how to roast yourself"" face_with_tears_of_joy"
495,"Lag rha kunal kamra is in some kind of relationship with DEEPAK  
KALAL"
665,Top 5 dislikes videos.it comes on no. 3 very good.carry ke fans ne issi ka roast kar diyasmiling_face_with_sunglassessmiling_face_with_sunglasses
672,"Carry Minati after seeing this roast video be like:
Ye toh tatti hai. rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing"
1270,madharchoddd
283,"Mr Faisu: I have the most number of dislikes on youtube
Kunal Kamra: Hold my Takla"
1017,Bhai comedy hi karta wahi achha lagta kyu udta hua teer gand me le liyaface_with_tears_of_joy
1920,Binod
462,Chakka kunal kamrarolling_on_the_floor_laughingrolling_on_the_floor_laughing
2084,"ravish sir representative of true media....baki jese Arnab,Sudhir lyks bikao media"
1838,Wait is this a serious roast ?
282,Now no one would come here to see how many dislikes this video has . Rip dislikes zipper-mouth_facezipper-mouth_face
1908,Kunal kamra gan du after seeing dislikesloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_facemai mc hu jo youtuber banagrinning_squinting_facegrinning_squinting_face
212,"Carryminati : mujhe 2 milion like chaiye 
Kunal kamra: mujhe 2 milion dislike chaiyegrinning_squinting_facegrinning_squinting_facegrinning_squinting_facegrinning_squinting_face"
232,"Kamra roasting Carry

Indians be like :- Chal Chal Apne Baap Ko Maat Sikha"
1777,What about you making fun of hindus
1795,The first video of my life when I'm feeling great to dislike face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1443,Like ratio vs dislike ratio skull_and_crossbones
561,Buri tarah pel diya
532,Jalan dekho bhai ki. Khud kuch kr nhi paya to carry ko bol rha hai. Bhai jalai na jali na jali naface_with_tears_of_joyface_with_tears_of_joy
230,Carry minati ko roast karke iska career hi khatam ho gayarolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
586,Carry tera baap hai
1142,"⣤⣶⣶⣶⣦⣤⣄⡀

⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⡀

⠀⠀⠀⢀⣾⣿⣿⣿⠿⠿⠟⠻⠿⢿⣿⣿⣿⡆

⠀⠀⠀⢰⣿⣿⡿⠂⠀⠀⠀⠀⠀⠀⠈⠉⢻⡇

⠀⠀⠀⠈⠿⣿⣇⣠⠤⠤⠤⢤⣀⣤⠤⠤⣺⡏

⠀⠀⠀⠀⠐⢉⣯⠹⣀⣀⣢⡸⠉⢏⡄⣀⣯⠁

⠀⠀⠀⠀⠡⠀⢹⣆⠀⠀⠀⣀⡀⡰⠀⢠⠖⠂toh

⠀⠀⠀⠀⠀⠈⠙⣿⣿⠀⠠⠚⢋⡁⠀⡜ kaise

⠀⠀⠀⠀⠀⠀⢸⠈⠙⠦⣤⣀⣤⣤⡼⠁ hain

⠀⠀⠀⠀⠀⢀⡌⠀⠀⠀⠀ ⠉⢏⡉ aap log

⠀⠀⠀⣀⣴⣿⣷⣶⣤⣤⣤⣴⣾⣷⣶⣦⡀

⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣄


carry bhai
Thanku guys for 5.5k likes"
1151,Saala ! apne hi jokes par ohoho kar raha h smirking_face
1616,bache tumse na ho payega rost abhi tum sikhorolling_on_the_floor_laughing
1268,Binod
1769,Peeing human lagta hai NDTV ka B team bangaya hai.. adhe time to Ravish ki jai karta rahta hai..
831,"After 2M+ Dislike 
Carryminati be like :- ha Bhai kesi lagi aa gya swaad.
Kunal kamra :- bhaiya mere muh se nikal gai, Meri juban chut gaiiiface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
1473,"Roast krne k liye n sense of humor chahiye hoti h, OHHHHHHH wala sound effect nhi hutiye"
1486,I am not a rapper.
280,Beta maza aaya kaya carry ka laykarrolling_on_the_floor_laughing
656,Kunal is funny when he is on mute
236,"Ek baar apna dislike dekh lo Kunal Kamra...
Apne baap ko roast karna sikha rhe ho....face_with_tears_of_joyface_with_tears_of_joy"
1830,"Dislikesface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
Itne thappad g**nd pe kamra kiface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
181,"Bhai aapka video mai aada part to ohhhhhhhhhh sound effect se hi nikal gaya.....Ya this is the content....kuch vi bol do aur ohhhhhhhhh laga do.
For eg-""4 bottle vodka,sab gir gaya...(ohhhhhhhhhhhhhhhhhhhhh)
.
CONTENT CREATED IN COMMENT BOXface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
1054,Beta... Tumse naa ho payega rolling_on_the_floor_laughing
437,"No Chutiypa, zero vulgarity, just simple storytelling of today's youth!!!  Only sensationalism with Original real-life Characters!!!!!!! Hats off TVF!!!!!!!!!!! YOU MAKE MY OTT SUBSCRIPTION WORTH IT!!!!!!!!!!face_blowing_a_kissface_blowing_a_kissface_blowing_a_kissface_blowing_a_kiss"
99,"Mr Faisu: I have the most number of dislikes on youtube
Kunal Kamra: Hold my Takla"
197,Your likes and dislikes showing everything... face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy take burnol bro... face_with_tears_of_joyface_with_tears_of_joy
815,beaming_face_with_smiling_eyesbeaming_face_with_smiling_eyesOK_handhundred_points
767,"Carry ka tiktok the end video first time dekha tha na Le Me : 2020 MEIN yeh 12-15 min ache guzare 
Now I saw this : abe bawligand kidhr khud ko saja dene aagaya"
1771,"Beta bap ko rost kar raha hey samjha mc
Bap ko mat sikha roasting(carry)"
8,Anyone with little humor will understand ohhhhhh was sarcastic
1531,"Carry minati be like 
Nikal lou** pehli fursat me nikal face_with_tears_of_joy"
1887,Carry has a different style and u can't rost. man stick to stand-up beaming_face_with_smiling_eyessquinting_face_with_tonguewinking_face_with_tongue
622,For those who really want to laugh after watching this : read comments
2127,oye crandeep face_with_tears_of_joy
653,Bhai tik tok ban hua to ab josh moj mxtakatak jaise app aa gaye fir india barbad
967,jitne tere subscribers nhy hain usse jyada dislikes hai video perolling_on_the_floor_laughingrolling_on_the_floor_laughing #Aukat
786,Bubby sparkling_heart
1423,Just taking some advantages of this situation ......
1123,2.5m dish like face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy Carry fans face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1309,"97871 
Agae ka number niche h











































97871 uske age dumadegadamdamdam

























Hehehehewinking_face_with_tonguewinking_face_with_tonguewinking_face_with_tongue"
705,"Nice research Kunal Bhai ,jio ke free users can't understand quality content ."
241,"My reaction when i get to know that kunal has roasted Carry : 
Ab ghodo ki race me gadhe bhi daudenge."
930,Binod
1362,Kab ayega season 2?khali nautanki
1398,PJ Galore !!!!
1199,"This probably is the lamest roast of all time. I honestly like your stand-up but you messed up here bro.

Bhai agar udta teer dikhe toh usey udne dete rehna chahiye.. usko gaand me lena samajhdari nahi hai."
1581,Fun Fact: I didn't even laugh once by seeing this video.....
1415,HEY PEEING HUMAN .. I HOPE U KNOW DAT YOU TUBE INDIA IS AFTER UR VIDEO'S PROPERLY ..    UR VIDEOS DISSAPEAR FROM THE SIDE  LIST  WHEN SOMEONE GOES TO CLICK ON IT ..  !  :)
345,carry ko roast kia tik hai pr kam se kam maja to aane dia retha kuch bhi chutiya heez bana di
1089,O vai sai hau
1880,4:28-4:37 kehna kya cha rha hai bhai tu
117,पागल हो गए Amazon prime वाले रोज यही चल रहा न्यू भी लाओ यर
503,Abe chl bhaag carry se bhidega Tu face_with_tears_of_joyrolling_on_the_floor_laughing
89,Ravish babu kabi papu se b swal puch lete ya kanhiya se b k jnu mai naare lagwane ka kya matlb tha...or tu pm chod ksii din mrse debate kr k dekh
1600,Finally he got his 3rd subject after modiji and his friend from flightface_with_tears_of_joyface_with_tears_of_joy
902,"Kunal Kamra after this video be like """" Isse Achha To Main Kulhari Pe Apne Mar Leta""""."
867,Vare takle rolling_on_the_floor_laughingrolling_on_the_floor_laughing
