,Comment,label
1647,Carry going through Kunal kamra's content to search for roast content. XD,0
1648,"Himat ha to Total gameing  rost 
Kar Ka glaka",1
1649,Come'on kunal tujh mn tou itnh gutts b nai thy k khud aa k roast kardy apna cartoon character la k rakh dia...face_with_tears_of_joyBTW ye cartoon tujh sy zada acha lg ra h....ohhhhhhhhhhrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1650,Fun part is at 11:11,0
1651,"Kaun kaun hai jo meri tarah sirf dislike karne ke liye hi aata hai winking_facewinking_faceface_savoring_food

#Carryminati  #Carryarmy",2
1652,Nikal lo** pehli fursat mein nikal face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,2
1653,Nice video,0
1654,10 मिलियन dislikes  nya record kayam karoge lag rhaface_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1655,The most disgusted video i ever saw,2
1656,"Is video tuje chaiye 2.5 M dislikes


Ohhhhhhhhhface_with_tears_of_joy",0
1657,300K likes and 1.5M dislikes. WOW record breakingface_with_tears_of_joy,0
1658,Dunia esi hi hoti h dusro ka success hjm nhi hteface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1659,Sir Ye toh tatti h...,2
1660,Bhai kesa raist hai 421k likes and  2.5m dislikes face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy roast ni racists,1
1661,Munawar Bhai aapne ye video Maratha Mandir ke baju wali road pe shoot kiya h kya?,1
1662,2.4m dislike checkbeaming_face_with_smiling_eyesbeaming_face_with_smiling_eyes,0
1663,Beta...ye apni fitrat Manmohan Singh k liye kyu nhi rakhe,1
1664,"5000 likes and 50 dislikes. Sahi kehte hai log, har 100 intelligent bando pe ek gawaar zarur hota hai..face_with_tears_of_joyface_with_tears_of_joy",1
1665,"Kunal : mere bivi pregnant hai
His wife be like- iske peeche jarur modi ji honge

Ohhhhh",1
1666,Chutiya Kamra face_with_tears_of_joyface_with_tears_of_joy,2
1667,"Munawar Faruqui's standup carrer 

- Hindu muslim jokes
- Gujarat 2002
- Modi

End.",1
1668,If you are watching this video in july 2020 you are true ‘Tiktok Hatters’ thumbs_up_light_skin_tonewinking_face_with_tonguewinking_face_with_tongue,1
1669,Kunal kamra is like swara bhaskar of comedy industry,1
1670,"kunal have more dislike than his subs 
( ooooooohhhhhhh ) smiling_face_with_sunglasses",0
1671,Abe tujhe bhai nhi dega wo rehne de face_with_tears_of_joy saala 30 million wala tujhe puchega bhi nhi nalle face_with_tears_of_joy,2
1672,Hasi kunal gand mara ke comedy se jyada ispe taras aa rha grinning_face_with_sweat,2
1673,Supersus,1
1674,414 deshdrohi,1
1675,First BB poked Carry and now Kunal roasting himface_with_tears_of_joyOK_hand,0
1676,JianHao Tan OP!,1
1677,Animation op,0
1678,"Likes, dislikes ratiorolling_on_the_floor_laughingrolling_on_the_floor_laughing",0
1679,Over powergrinning_face_with_smiling_eyes,0
1680,"Kunal ki kitne baap hai?  
1 like = 30 baap rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing",2
1681,"Thanks a lot Kamra for bringing BJP haters, muslim haters, carry haters and your own haters together in the comment section to roast you. grinning_face_with_smiling_eyes",1
1682,Tel laga Lena Kunal chomu tera karma aane Wala h face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,2
1683,Most disliked video in the History rolling_on_the_floor_laughing,0
1684,Phle tu roast krna Sikh le our tuition le le carry se grinning_squinting_facegrinning_squinting_facegrinning_squinting_facegrinning_squinting_face,0
1685,Another awesome video! red_heartred_heart Am investing my Time and money in crypto now this new price is a clear sign for new investors to come in check_mark_buttoncheck_mark_button,1
1686,Beta pehle tu jaake carry se tution le face_with_tears_of_joyface_with_tears_of_joy,2
1687,I felt bad for giving him a view when I came to dislike persevering_faceface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1688,"I think Carry is the biggest Tiktok Hater !! face_with_tears_of_joy
Tiktok Haters hit the button
backhand_index_pointing_down",1
1689,Congratulations bro... 2 m  dislike  mc,2
1690,are carry bhai.. is dhechu ka nasha utaro yar rolling_on_the_floor_laughing,2
1691,"pouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_faceBHAI CARRY BHAI KE SAAMNE AAP KUCH NHI HO.................I,M SORRY BUT IT,S TRUE ......red_heartHE IS NO.1 ASIA YT winking_face AAP JAL RHE HO face_with_tears_of_joy",2
1692,जय श्री राम triangular_flagheart_exclamation भगवान तुम्हे सतबुद्धि दे folded_hands_medium-light_skin_tone,0
1693,Wakaru ka? Ore na chikara... face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,1
1694,Nice stunt kunal,0
1695,"video toh kitni ghatya hai wo toh already memes se pata chalgaya tha, hum toh asal mein yaha comments hi padne aaye hai....rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing...
dislike toh upload ke waqt hi kar diya tha....grinning_face_with_smiling_eyesrolling_on_the_floor_laughing",0
1696,"Arrey Bhai ye Ohhhhhhhhh laganey ka Kya Matlab jab tuney joke he nahi maraman_baldsaley takley 








Ohhhhhhhhh hhhhface_with_tears_of_joysmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglasses",1
1697,congo bhai 2Million dislikes ke liye ganje,1
1698,"Chura Liya Hai Tumne Jo Dil Ko
Nazar Nahin Churaana Sanam
Badalke Meri Tum Zindagaani
Kahin Badal Na Jaana Sanam
Oh, Le Liya Dil, Oh Haai Mera Dil
Haai Dil Lekar Mujhko Na Behlaana Chura Liya Hai Tumne Jo Dil Ko
Nazar Nahin Churaana Sanam
Badalke Meri Tum Zindagaani
Kahin Badal Na Jaana Sanam
( Bahaar Banke Aaoon Kabhi Tumhaari Duniya Mein
Guzar Na Jaaye Yeh Din Kahin Isi Tamanna Mein.",1
1699,18:20 modi ki phatti higayi,2
1700,2.1 minutes.  लोकतंत्र में मीडिया चौथा खंबा है।फिलहाल अभी तो मोदी शाह ने लोकतंत्र के रास्ते में अपने अपने खंबे रखकर रास्ते जाम कर दिये हैं।,1
1701,Just like Modi Ji Carry too will ignore youface_with_tears_of_joyface_with_tears_of_joy,0
1702,"When Kunal kamra born...
Kahi se akashwani hui thi...or akashwani mei wahi kaha gaya tha jiski isne aaj T-shirt b Pehan rakhi hai...I mean aksar wahi Tshirt pehanta hai.. rolling_on_the_floor_laughingface_with_tears_of_joyrolling_on_the_floor_laughing",1
1703,Udta hua teer Kunal beta koi kmare chup kr lete to itni beizaati nahi hoti face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,2
1704,Binod,1
1705,Zindagi me bs aisa confidence chhiye,0
1706,One Like from Gujarati to anothersmirking_face,1
1707,Kunal bro why you take 10 mins face_with_tears_of_joy mujhse isse bhi acha roast chahiye aur abkiiiii Carry k chutiye fans k upr bhi,2
1708,Types of chomugiri,1
1709,Carry sikh  rosting  grinning_face_with_big_eyesgrinning_face_with_big_eyesgrinning_face_with_big_eyesgrinning_face_with_big_eyesgrinning_face_with_big_eyesgrinning_face_with_big_eyes,0
1710,Dot say bad word carrymienat,1
1711,"Video ka next part kab aiga , dislike ka record todna hai face_with_tears_of_joyface_with_tears_of_joy",0
1712,After watching this video... Remember carry's words -  ab koi khud hi jhuk k khda ho to carry itna b sareef nhi ki kuch na kre rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
1713,"Kamra yah video thoda thanda tha.. aapke videos ke liye ..but ur way of thinking is right .. appreciate u victory_hand
Now its time to Get better soon",0
1714,Fun Fact: Most viewers come here to dislike this video face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1715,7:29 tou jao na hum bhii pareshan hain aur woh bhii ja na,0
1716,After seeing dislikes ...kyu bhaee aagiya swaad,0
1717,"Change the thumbnail, it’s a fking disrespect to our President",1
1718,"Barisho mein aati hai khushboo from mitti...
Barisho mein aati hai khushboo from mitti...
.
.
Modi ke bina iss chomu ka career hai tatti..rolling_on_the_floor_laughing

Ooohhhhh...!!! Oh is necessary winking_face_with_tongue",1
1719,Kisiki mazak uda raha hee...face_with_tears_of_joy,0
1720,"Metarolling_on_the_floor_laughingrolling_on_the_floor_laughing...i like the line comedy is not punching down but indian youtube teaches, ass licking is upwardsgrinning_squinting_face...Kamra's roast justifies itself inspite some of it being below the belt because...Kamra is actually punching up.....nobody has the balls to call out carry but Kamra is being Kamra as usual",0
1721,"bruh carry's audience is like , if carry ' roasts ' you , its okay ,  but YOU CANNOT ROAST CARRY",0
1722,Kamra ji mubarak ho... Dislike count gayeb ho gya... Just like your comedy..grinning_face_with_sweat,0
1723,Kunal bhai saram nahi aati baap ko beta bolte hueface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1724,FtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdfdsssFtydddfdsssFtydddfdssssddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdsssFtydddfdsssFtydddfdsssFtydddfdsssFtdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsssFtydddfdsss,1
1725,Haa isiliye iske 2M ab tak nahi hogae ....the most offensive joke I've ever heard is he's a stand up comedian ...ohhhhhhhh,0
1726,Bhai comedy hi karta wahi achha lagta kyu udta hua teer gand me le liyaface_with_tears_of_joy,2
1727,Who didn't even smile throughout the video?,0
1728,*The video has more dislikes than the hair on his head* face_with_tears_of_joyface_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
1729,Binod,1
1730,Iske ghar pe 12000 do swachh bhart ke tahat ye youTube pe hag rha hai rolling_on_the_floor_laughingrolling_on_the_floor_laughing,1
1731,2 M dislikes... Hahaha. Ye to record banayega..besharm,2
1732,Thodapinching_hand bhi hasne nhi aya kya tha ye neutral_face,0
1733,Jalan dekho bhai ki. Khud kuch kr nhi paya to carry ko bol rha hai. Bhai jalai na jali na jali naface_with_tears_of_joyface_with_tears_of_joy,0
1734,Fact : He has more dislike than his subscribers.,0
1735,Mascara without mind without thinking that's called pure chutiya.,2
1736,rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing le beta kunal tera roast hogya,0
1737,Unlikes had brutally trolled u kunal kamra face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyrolling_on_the_floor_laughing,2
1738,This is how real comedian do roasting face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1739,"Likes, dislikes ratiorolling_on_the_floor_laughingrolling_on_the_floor_laughing",0
1740,"After Indigo, Kunal wants to get banned from youtube also face_with_tears_of_joyface_with_tears_of_joy",0
1741,Papuu next Kunal face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1742,Binod,1
1743,firefire,0
1744,That's called roasting without a single bad word kuch seekh carry sirf gaali deke hi Teri roji roti chalti h Kya face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1745,"Lo dadaji ne jokes mari frowning_facefrowning_face
Hasoon bhai hasoon ! 
Sirf ho ho ..",0
1746,4:25rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing New Barbie Lund Editionrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
1747,Beta tumse na ho paaye ga vo baap h tune bola km h or meme jyaada h face_with_tears_of_joyface_with_tears_of_joy,2
1748,Itni views aur comments toh isne puri jindegi m nhi dekhi hogiface_with_tears_of_joyface_with_tears_of_joy,2
1749,How many dislikes? 5 lakh or it went to 6L+ face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy wanna thank to YouTube? rolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1750,अरे भाई ये जिंदा कैसै है face_with_symbols_on_mouthface_with_symbols_on_mouth,1
1751,I am here see dislike face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1752,"carry said: ""sometimes biggest achievements become an easy target to be pulled down.""

and i couldn't agree more! 
#welovecarry",0
1753,Carry tera baap hai,2
1754,"Roaster award goes goes to 




















































You say your opinion on comments .....",1
1755,Kunal saying thay he's famous.... Dude even osama bin laden and kim jong un are famous. Koi isko fame ka matlab sikhao yar.,0
1756,Kamra After seeing Saiman's video — *Now I will sound smart*,0
1757,"Not a single joke was carry related. 
The same can go for kunal chapra",0
1758,"Krwali bezzatiface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy 2M dislike lol face_with_tears_of_joyface_with_tears_of_joy
Carryminati to his fans be like:rehne do gand ftt gyi h bechare kigrinning_squinting_facegrinning_squinting_face",2
1759,"binod
binod 
binod
binod",1
1760,"ye roast tha?
... uh ok",0
1761,"Kamra: aja beta carry teko roast sikhaye 
Carry: chl chl apne baap ko mt sikha 
Audience: hhhooohhhhoo",0
1762,Ravish ji bhot fark aa gya hai aap jaise akele sher k dhadne se...Godi media per to koi thukega bhi ni kuch din baad....,1
1763,loudly_crying_faceloudly_crying_faceloudly_crying_face,1
1764,Or kitna tadpaoge,1
1765,The 2nd biggest mistake of Kunal kamra's life first was done by his parents,1
1766,Congratulations for 2.5M dislikes partying_facepartying_face,0
1767,"After 2M Dislike 
CarryMinati : Bahut tej ho rahe ho salo",0
1768,Napunsak media,2
1769,Peeing human lagta hai NDTV ka B team bangaya hai.. adhe time to Ravish ki jai karta rahta hai..,1
1770,Kahan raja bhoj kahan gangu teliface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1771,"Beta bap ko rost kar raha hey samjha mc
Bap ko mat sikha roasting(carry)",2
1772,"16 february 2022, this video has 2,489,559 dislikes",0
1773,I regret watching this guy's stand up videos weary_face,0
1774,122K dislikes...Andhbhakts... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,1
1775,Shiiii.... Bhai ye Kahan Ka roast hy... 2M se malum padh gya ki roasting use tujse sikhna Chahiye... Ki tuje usseface_with_tears_of_joyface_with_tears_of_joychutiyeerolling_on_the_floor_laughing... Carryminati op bolteesparkling_heart,2
1776,"""One of the best things about dude is that he never takes credit for his own accomplishments, He always respect us, the audience, and his team, and he is always polite in all of his videos. We congratulate ourselves on this achievement, more to come and everything to come""",1
1777,What about you making fun of hindus,1
1778,How many of yoh have come here to check dislikes?face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1779,17:00 Ngoài trời ngập nắng. Tim lại đổ mưa. Lòng thầm lo lắng. Cậu thích ai chưa?,1
1780,20 lakh dislike face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1781,Carry ki fans ki acchi sa jali h dislike dekh Kar pata chala hface_with_tears_of_joy,0
1782,crying_facecrying_facecrying_facecrying_face ye gandu video hai,2
1783,"I just heard that many people ruined their own carrier and I surprised why or how.
But now I'm witnessing it .",0
1784,"*Someone had to say it!* Thank you Kamra for doing a public service! 
 Also, be prepared for a YouTube ban! face_with_tears_of_joy",1
1785,Like n dislike ratio says everything rolling_on_the_floor_laughing,0
1786,Ek fakhir aadmi par sawaal utha te ho....sharam nahi aatithinking_face,1
1787,Binod,1
1788,"Dislike le le face_with_tears_of_joyrolling_on_the_floor_laughing

OOOOOOhhhface_screaming_in_fearface_screaming_in_fearface_screaming_in_fearface_screaming_in_fearface_screaming_in_fear....",0
1789,"*Kamra:* I used the stones to destroy the stones
*Carry's Fans :* Muh se muungfali tuut nhi rahi hai g**nd se akhrot todega kya.",2
1790,"I wanted to unsubscribe him after this vedio, but wait I realized I haven't even subscribed!
Ooohhhhh!rolling_on_the_floor_laughing",0
1791,Know who said ki Kunal Kamra roasting main mujhra karta hai face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,2
1792,Ab isko kehte hai 'keh kar lena' face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyfirefirefirefire,1
1793,Hence proved that without modi Kunal kamra has no careerface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1794,"Barisho mein aati hai khushboo from mitti...
Barisho mein aati hai khushboo from mitti...
.
.
Modi ke bina iss chomu ka career hai tatti..rolling_on_the_floor_laughing

Ooohhhhh...!!! Oh is necessary winking_face_with_tongue",2
1795,The first video of my life when I'm feeling great to dislike face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1796,Iske ghar pe 12000 do swachh bhart ke tahat ye youTube pe hag rha hai rolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
1797,"Bhai zindagi me na jaane kitni baar tatti Kari hai.... 







Itni zyada gandagi ek saath ek jagah Aaj tak nahi dekhi",2
1798,Maturity is when u realize comment section is more entertaining than the video face_with_tears_of_joyface_with_tears_of_joyhundred_points,0
1799,Mujhe 2M dislike milee...oooooohhhrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing,0
1800,carry minati be like:baap ko chodna ni sikhate face_with_tears_of_joy,2
1801,"Views are becoz of dislikers.face_with_tears_of_joy
Just coming to dislike .",0
1802,"To sir Apke hisab se like mange wale sare YouTubers chutiya hote he!
To ishiab se Apke videos me to like hi Nahi Hona chahie.......firefirefirefirefirefire
Sahi he 2M+ dislike !  Carry+on manface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy",2
1803,today i watch dis video again  {kamra was right},0
1804,"pouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_faceBHAI CARRY BHAI KE SAAMNE AAP KUCH NHI HO.................I,M SORRY BUT IT,S TRUE ......red_heartHE IS NO.1 ASIA YT winking_face AAP JAL RHE HO face_with_tears_of_joy",2
1805,Harhar modi  red_heartred_heart  laura e lahsan,2
1806,Beta pahle roast krna seekh ke aa apne baap Carry se! face_with_tears_of_joy,2
1807,Kya faltugiri hai yaar.... Yese short video dalke paisa kitna kamaoge.... Season 02 leke aao,1
1808,"Faisu: My video is the most disliked video of this time...

Kunal: Hold my Beer...beer_mugwaving_handsmiling_face_with_sunglasses",0
1809,जो जो victory_handमेरी कमेंटwriting_hand पढ़ रहा है folded_handsभगवानfolded_hands करे एक एकface_with_hand_over_mouth करोड़ की लॉटरी लगा देface_blowing_a_kiss,1
1810,लौंडा बड़ा आदमी हो गया है एक बंदी पटा कर लाना उधर सेface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,2
1811,"Question 4.
Sometimes, a crackling sound is heard while taking off a sweater during winters. Explain.
Answer:
The electric discharge takes place between the body and the sweater due to friction. At the time of electric discharge some energy is released. In this case energy is released in the form of crackling sound",1
1812,Chakka kunal kamrarolling_on_the_floor_laughingrolling_on_the_floor_laughing,2
1813,Issi tatti cheez mai aaj tak nhi dekha face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,2
1814,"kunal have more dislike than his subs 
( ooooooohhhhhhh ) smiling_face_with_sunglasses",0
1815,Baap se panga ? Haha,2
1816,"Now kunal be like... ""isme modi ji ki hi haath he"" and ""arnab is responsible for 2M dislike"".. rolling_on_the_floor_laughingrolling_on_the_floor_laughing",1
1817,oye crandeep face_with_tears_of_joy,1
1818,Ooooooyeeeeeeeee,1
1819,Actually this video is quite funny,0
1820,"Abbe yrr kitni bezzati krrayega 2.3 million dislike ho gyeee 
10 million hi krra ke maanega aabe dllt krrde video bete face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy",0
1821,Congras For kunal kamra face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1822,face_with_tears_of_joy,0
1823,Amir siddique -studied from moscow and kunal kamra was his professor,1
1824,Comments are more funnier than his jokes face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,0
1825,Binod,1
